comment_id,stakeholder_name,draft_id,draft_section,comment
C0827,Kai Mittal,Draft_1,Section 1,"1. The penalties in Section 1 are too harsh and may discourage compliance. 2. The amendment in Section 1 is a welcome step and will ease compliance. 3. The timelines mentioned in Section 1 seem reason
able, but further clarity is needed. 4. No significant issues found, but detailed implementation will matter. (Section 1, Regulation 14) 5. The draft shows a progressive approach towards transparency. (Section 8, Regulation 3)"
C0828,Jeremiah Sarma,Draft_5,Section 1,1. The proposed timelines seem practical and considerate. 2. The draft document covers key areas adequately. 3. The definition provided in Section 1 is ambiguous and creates confusion. 4. Certain sections require cross-referencing for completeness.
C0829,Abeer Chandra,Draft_6,Section 5,"Overall the draft is balanced, though some minor improvements can be made Furthermore, No significant issues found, but detailed implementation will matter."
C0830,Aarush Saran,Draft_4,Section 3,"The timelines mentioned in Section 3 seem reasonable, but further clarity is needed Although The timelines mentioned in Section 3 seem reasonable, but further clarity is needed. Although as mandated under, Overall the draft is balanced, though some minor improvements can be made. (Section 7, Regulation 15) However, for the avoidance of doubt, Overall the draft is balanced, though some minor improvements can be made. (Rule 4 of Companies Act 2022) Furthermore, The draft document covers key areas adequately. Whereas Overall the draft is balanced, though some minor improvements can be made. (MCA Guidelines 2023) Although Overall the draft is balanced, though some minor improvements can be made. Although The timelines mentioned in Section 3 seem reasonable, but further clarity is needed. Consequently, Certain sections require cross-referencing for completeness. In addition, hereinafter referred to as, Overall the draft is balanced, though some minor improvements can be made. However, Certain sections require cross-referencing for completeness. Furthermore, Overall the draft is balanced, though some minor improvements can be made. Consequently, Overall the draft is balanced, though some minor improvements can be made."
C0831,Falan Bansal,Draft_3,Section 4,"The timelines mentioned in Section 4 seem reasonable, but further clarity is needed Consequently, Certain sections require cross-referencin
g for completeness. In addition, Certain sections require cross-referencing for completeness. Consequently, No significant issues found, but detailed implementation will matter."
C0832,Hema Dhar,Draft_1,Section 10,The draft repeats older provisions without adding clarity. Although The reporting requirements in Section 10 are impractical for small businesses. ...
C0833,Kamala Dhar,Draft_4,Section 10,"The penalties in Section 10 are too harsh and may discourage compliance. However, Some clauses are overly technical and difficult to implement. Furthermore, The penalties in Section 10 are too harsh and may discourage compliance. Despite The penalties in Section 10 are too harsh and may discourage compliance."
C0834,Advay Puri,Draft_4,Section 5,"This provision aligns with global best practices and benefits stakeholders. Furthermore, The inclusion of MSMEs in Section 5 is highly appreciated. Although The amendment in Section 5 is a welcome step and will ease compliance. In addition, notwithstanding the foregoing, The penalties in Section 5 are too harsh and may discourage compliance. Although pursuant to the applicable laws, The reporting requirements in Section 5 are impractical for small businesses. In addition, The amendment in Section 5 is a welcome step and will ease compliance. In addition, The proposed timelines seem practical and considerate. Consequently, The amendment in Section 5 is a welcome step and will ease compliance. In addition, The reporting requirements in Section 5 are impractical for small businesses. However, The amendment in Section 5 is a welcome step and will ease compliance. (MCA Guidelines 2024)"
C0835,Charvi Balan,Draft_1,Section 5,"This provision aligns with global best practices and benefits stakeholders. Furthermore, Some clauses are overly technical and difficult to implement. Although The proposed timelines seem practical and considerate. Furthermore, This provision aligns with global best practices and benefits stakeholders."
C0836,Harita Hayer,Draft_5,Section 8,"The inclusion of MSMEs in Section 8 is highly appreciated. Although pursuant to the applicable laws, This provision ali
gns with global best practices and benefits stakeholders. Consequently, This provision aligns with global best practices and benefits stakeholders. (Rule 8 of Companies Act 2019) ..."
C0837,Unnati Jayaraman,Draft_5,Section 6,"This provision aligns with global best practices and benefits stakeholders. Despite The reporting requirements in Section 6 are impractical for small businesses. Although The definition provided in Section 6 is ambiguous and creates confusion. (Section 3, Regulation 20)"
C0838,Faris Korpal,Draft_6,Section 8,"The inclusion of MSMEs in Section 8 is highly appreciated. Whereas This provision aligns with global best practices and benefits stakeholders. Furthermore, pursuant to the applicable laws, This provision aligns with global best practices and benefits stakeholders. In addition, The proposed timelines seem practical and considerate. However, The proposed timelines seem practical and considerate."
C0839,Sarthak Pal,Draft_5,Section 4,"The amendment in Section 4 is a welcome step and will ease compliance. Consequently, The draft repeats older provisions without adding clarity. Despite subject to the provisions, The definition provided in Section 4 is ambiguous and creates confusion. Although in accordance with the regulations, The proposed timelines seem practical and considerate. Although as mandated under, The definition provided in Section 4 is ambiguous and creates confusion."
C0840,Harini Ramaswamy,Draft_4,Section 5,"  The  penalties in Section 5 are too harsh and may discourage compliance. In addition, shall be deemed, The draft repeats older provisions without adding clarity. Despite subject to the provisions, The reporting requirements in Section 5 are impractical for small businesses. Furthermore, hereinafter referred to as, The draft repeats older provisions without adding clarity. Although for the avoidance of doubt, The penalties in Section 5 are too harsh and may discourage compliance. (MCA Guidelines 2024) Although The draft repeats older provisions without adding clarity. (Section 8, Regulation 20) However, The definition provided in Section 5 is ambiguous and creates confusion. Despite The penalties in Section 5 are too harsh and may discourage compliance. Furthermore, Some clauses are overly technical and difficult to implement. In addition, The definition provided in Section 5 is ambiguous and creates confusion. In addition, The definition provided in Section 5 is ambiguous and creates confusion. Whereas The reporting requirements in Section 5 are impractical for small businesses. ..."
C0841,Ishaan Balakrishnan,Draft_5,Section 5,"  Some  clauses are overly technical and difficult to implement. Furthermore, shall be deemed, The definition provided in Section 5 is ambiguous and creates confusion."
C0842,Michael Kala,Draft_2,Section 4,"  The  reporting requirements in Section 4 are impractical for small businesses. Consequently, The reporting requirements in Section 4 are impractical for small businesses. (MCA Guidelines 2018) Although The definition provided in Section 4 is ambiguous and creates confusion. In addition, The draft repeats older provisions without adding clarity. (Section 10, Regulation 16) Although The reporting requirements in Section 4 are impractical for small businesses."
C0843,Ridhi Kadakia,Draft_3,Section 2,"1. No significant issues found, but detailed implementation will matter. 2. The draft repeats older provisions without adding clarity. 3. The draft document covers key areas adequately."
C0844,Hemal Vig,Draft_5,Section 1,"This provision aligns with global best practices and benefits stakeholders. Furthermore, The draft shows a progressive approach towards transparency. Despite The draft shows a progressive approach towards transparency."
C0845,Upasna Chad,Draft_4,Section 3,"1. The amendment in Section 3 is a welcome step and will ease compliance. 2. The draft document covers key areas adequately. (MCA Guidelines 2023) 3. Certain sections require cross-referencing for completeness. 4. No significant issues found, but detailed implementation will matter."
C0846,Charita Ramakrishnan,Draft_2,Section 5,"  No  significant issues found, but detailed implementation will matter. In addition, for the avoidance of doubt, Overall the draft is balanced, though some minor improvements can be made. However, subject to the provisions, The timelines mentioned in Section 5 seem reasonable, but further clarity is needed. (Rule 5 of Companies Act 2020) Whereas subject to the provisions, Certain sections require cross-referencing for completeness."
C0847,Yatin Baria,Draft_2,Section 1,"No significant issues found, but detailed implementation will matter. However, Overall the draft is balanced, though some minor improvements can be made. (Section 10, Regulation 13) Consequently, The timelines mentioned in Section 1 seem reasonable, but further clarity is needed. In addition, No significant issues found, but detailed implementation will matter. (MCA Guidelines 2020) Although Overall the draft is balanced, though some minor improvements can be made."
C0848,Tripti Goyal,Draft_2,Section 6,"Overall the draft is balanced, though some minor improvements can be made. Consequently, hereinafter referred to as, Overall the draft is balanced, though some minor improvements can be made. Consequently, Overall the draft is balanced, though some minor improvements can be made. (Rule 1 of Companies Act 2025) Although The draft document covers key areas adequately. However, The draft document covers key areas adequately. (Section 6, Regulation 1) Despite The draft document covers key areas adequately. Although The draft document covers key areas adequately. Consequently, No significant issues found, but detailed implementation will matter. Whereas The draft document covers key areas adequately. Whereas Overall the draft is balanced, though some minor improvements can be made. Although as mandated under, The draft document covers key areas adequately. Furthermore, No significant issues found, but detailed implementation will matter. (MCA Guidelines 2021) Whereas The draft document covers key areas adequately. (Section 3, Regulation 20) Whereas Overall the draft is balanced, though some minor improvements can be made. In addition, The draft document covers key areas adequately."
C0849,Vincent Sem,Draft_4,Section 10,"The proposed timelines seem practical and considerate. Although This provision aligns with global best practices and benefits stakeholders. In addition, hereinafter referred to as, The inclusion of MSMEs in Section 10 is highly appreciated. Although The inclusion of MSMEs in Section 10 is highly appreciated."
C0850,Anirudh Srinivasan,Draft_4,Section 10,"No significant issues found, but detailed implementation will matter. Furthermore, as mandated under, Certain sections require cross-referencing for completeness. Consequently, Overall the draft is balanced, though some minor improvements can be made. Consequently, subject to the provisions, The timelines mentioned in Section 10 seem reasonable, but further clarity is needed. Furthermore, No significant issues found, but detailed implementation will matter."
C0851,Vasudha Sur,Draft_3,Section 2,"This provision aligns with global best practices and benefits stakeholders. Despite The penalties in Section 2 are too harsh and may discourage compliance. (MCA Guidelines 2021) Whereas The definition provided in Section 2 is ambiguous and creates confusion. However, pursuant to the applicable laws, The proposed timelines seem practical and considerate. (Rule 10 of Companies Act 2022) Despite The inclusion of MSMEs in Section 2 is highly appreciated."
C0852,Gauri Chawla,Draft_5,Section 4,"The draft document covers key areas adequately Furthermore, The draft document covers key areas adequately."
C0853,Saumya Sodhi,Draft_1,Section 8,"  1.  The proposed timelines seem practical and considerate. (Rule 6 of Companies Act 2023) 2. The reporting requireme
nts in Section 8 are impractical for small businesses. 3. Certain sections require cross-referencing for completeness. 4. This provision aligns with global best practices and benefits stakeholders."
C0854,Girish Bala,Draft_6,Section 5,"Overall the draft is balanced, though some minor improvements can be made. Despite No significant issues found, but detailed implementation will matter. Furthermore, Overall the draft is balanced, though some minor improvements can be made. In addition, The timelines mentioned in Section 5 seem reasonable, but further clarity is needed. Consequently, Certain sections require cross-referencing for completeness. (MCA Guidelines 2022)"
C0855,Barkha Balakrishnan,Draft_2,Section 3,  The  amendment in Section 3 is a welcome step and will ease compliance. Despite This provision aligns with global best practices and benefits stakeholders.
C0856,Warinder Dutt,Draft_5,Section 8,"This provision aligns with global best practices and benefits stakeholders In addition, The inclusion of MSMEs in Section 8 is highly appreciated. Consequently, The amendment in Section 8 is a welcome step and will ease compliance. (MCA Guidelines 2024)"
C0857,Pavani Loke,Draft_5,Section 9,"The proposed timelines seem practical and considerate In addition, This provision aligns with global best practices and benefits stakeholders. Furthermore, notwithstanding the foregoing, The draft shows a progressive approach towards transparency. In addition, The inclusion of MSMEs in Section 9 is highly appreciated. Although notwithstanding the foregoing, This provision aligns with global best practices and benefits stakeholders."
C0858,Finn Aurora,Draft_6,Section 4,"Some clauses are overly technical and difficult to implement. Despite The draft repeats older provisions without adding clarity. Furthermore, The penalties in Section 4 are too harsh and may discourage compliance. Furthermore, The draft repeats older provisions without adding clarity. ..."
C0859,Dayita Dar,Draft_5,Section 4,"- No significant issues found, but detailed implementation will matter - The inclusion of MSMEs in Section 4 is highly appreciated. - The timelines mentioned in Section 4 seem reasonable, but further clarity is needed. - The proposed timelines seem practical and considerate."
C0860,Gabriel Kashyap,Draft_3,Section 9,"The inclusion of MSMEs in Section 9 is highly appreciated. In addition, The amendment in Section 9 is a welcome step and will ease compliance. (MCA Guidelines 2019)"
C0861,Aarnav Sabharwal,Draft_2,Section 9,"1. The timelines mentioned in Section 9 seem reasonable, but further clarity is needed. 2. The inclusion of MSMEs in Section 9 is highly appreciated. (Section 9, Regulation 5) 3. The draft shows a progressive aporpach towards transparency. (Rule 6 of Companies Act 2019) 4. Certain sections require cross-referencing for completeness. 5. The timelines mentioned in Section 9 seem reasonable, but further clarity is needed. ..."
C0862,Waida Gala,Draft_1,Section 2,"- The definition provided in Section 2 is ambiguous and creates confusion. - The proposed timelines seem practical and considerate. - No si
gnificant issues found, but detailed implementation will matter. - The draft document covers key areas adequately. (MCA Guidelines 2022) - The timelines mentioned in Section 2 seem reasonable, but further clarity is needed."
C0863,Dayamai Krishna,Draft_5,Section 2,"The draft shows a progressive approach towards transparency. However, The definition provided in Section 2 is ambiguous and creates confusion. (Section 9, Regulation 14)"
C0864,Aashi Malhotra,Draft_6,Section 5,"This provision aligns with global best practices and benefits stakeholders. Consequently, The reporting requirements in Section 5 are impractical for small businesses. However, The inclusion of MSMEs in Section 5 is highly appreciated."
C0865,Kabir Chakraborty,Draft_4,Section 5,"The reporting requirements in Section 5 are impractical for small businesses. Furthermore, The draft shows a progressive approach towards transparency."
C0866,Neel Contractor,Draft_5,Section 1,"The inclusion of MSMEs in Section 1 is highly appreciated. Although The inclusion of MSMEs in Section
 1 is highly appreciated. (Section 9, Regulation 8) Furthermore, The inclusion of MSMEs in Section 1 is highly appreciated. Despite The amendment in Section 1 is a welcome step and will ease compliance. Furthermore, The amendment in Section 1 is a welcome step and will ease compliance."
C0867,Ansh Mukherjee,Draft_6,Section 10,"1. Overall the draft is balanced, though some minor improvements can be made. 2. The proposed timelines seem practical and considerate. (Rule 9 of Companies Act 2022)"
C0868,Rayaan Khatri,Draft_2,Section 6,"The proposed timelines seem practical and considerate. Consequently, The draft shows a progressive approach towards transparency. Whereas The inclusion of MSMEs in Section 6 is highly appreciated. Despite shall be deemed, Some clauses are overly technical and difficult to implement. Whereas This provision aligns with global best practices and benefits stakeholders. However, The amendment in Section 6 is a welcome step and will ease compliance. Furthermore, This provision aligns with global best practices and benefits stakeholders. (Section 8, Regulation 14) Despite The draft repeats older provisions without adding clarity. Whereas The draft repeats older provisions without adding clarity. Consequently, This provision aligns with global best practices and benefits stakeholders. However, The draft shows a progressive approach towards transparency. However, The amendment in Section 6 is a welcome step and will ease compliance."
C0869,Pranit Ranganathan,Draft_2,Section 8,"The proposed timelines seem practical and considerate. However, This provision aligns with global best practices and benefits stakeholders. Although shall be deemed, The amendment in Section 8 is a welcome step and will ease compliance. Furthermore, This provision aligns with global best practices and benefits stakeholders. Consequently, The amendment in Section 8 is a welcome step and will ease compliance."
C0870,Harshil Das,Draft_3,Section 1,"The proposed timelines seem practical and considerate. In addition, The draft shows a progressive approach towards transparency. (MCA Guidelines 2021) Whereas shall be deemed, The draft shows a progressive approach towards transparency. Furthermore, The amendment in Section 1 is a welcome step and will ease compliance. However, The amendment in Section 1 is a welcome step and will ease compliance. (Rule 6 of Companies Act 2020) Despite The inclusion of MSMEs in Section 1 is highly appreciated. Whereas The inclusion of MSMEs in Section 1 is highly appreciated. Furthermore, pursuant to the applicable laws, The inclusion of MSMEs in Section 1 is highly appreciated. Although The proposed timelines seem practical and considerate. Consequently, pursuant to the applicable laws, This provision aligns with global best practices and benefits stakeholders. However, for the avoidance of doubt, The amendment in Section 1 is a welcome step and will ease compliance."
C0871,Charles Maharaj,Draft_5,Section 3,"The definition provided in Section 3 is ambiguous and creates confusion. Despite Some clauses are overly technical and difficult to implement. Furthermore, Some clauses are overly technical and difficult to implement."
C0872,Kiaan Sastry,Draft_6,Section 7,"The definition provided in Section 7 is ambiguous and creates confusion. Consequently, The penalties in Section 7 are too harsh and may discourage compliance. Consequently, The penalties in Section 7 are too harsh and may discourage compliance. (Rule 1 of Companies Act 2023) Whereas subject to the provisions, The draft shows a progressive approach towards transparency. (Rule 7 of Companies Act 2025) Despite The proposed timelines seem practical and considerate."
C0873,Amara Sem,Draft_6,Section 9,"This provision aligns with global best practices and benefits stakeholders. In addition, Some clauses are overly technical
 and difficult to implement. (Rule 9 of Companies Act 2018) However, The amendment in Section 9 is a welcome step and will ease compliance. (Section 1, Regulation 14) Furthermore, This provision aligns with global best practices and benefits stakeholders."
C0874,Gaurika Choudhary,Draft_6,Section 9,#NAME?
C0875,Girik Wadhwa,Draft_5,Section 3,"This provision aligns with global best practices and benefits stakeholders. In addi
tion, The reporting requirements in Section 3 are impractical for small businesses. (Rule 1 of Companies Act 2025) Consequently, in accordance with the regulations, The reporting requirements in Section 3 are impractical for small businesses."
C0876,Daniel Sharaf,Draft_5,Section 10,"  The  amendment in Section 10 is a welcome step and will ease compliance. Although The draft shows a progressive approach towards transparency. Whereas The inclusion of MSMEs in Section 10 is highly appreciated. (Rule 3 of Companies Act 2020) In addition, hereinafter referred to as, This provision aligns with global best practices and benefits stakeholders."
C0877,Kala Patla,Draft_1,Section 9,"No significant issues found, but detailed implementation will matter. Whereas Certain sections require cross-referencing for completeness. In addition, Overall the draft is balanced, though some minor improvements can be made. Although The draft document covers key areas adequately. Although Certain sections require cross-referencing for completeness. ..."
C0878,Yoshita Sahni,Draft_6,Section 2,"This provision aligns with global best practices and benefits stakeholders. Furthermore, The draft shows a progressive approach towards transparency. However, The inclusion of MSMEs in Section 2 is highly appreciated. Whereas The proposed timelines seem practical and considerate. Furthermore, as mandated under, This provision aligns with global best practices and benefits stakeholders."
C0879,Thomas Kalla,Draft_3,Section 5,"The penalties in Section 5 are too harsh and may discourage compliance. Despite The reporting requirements in Sect
ion 5 are impractical for small businesses. However, Some clauses are overly technical and difficult to implement. (Section 4, Regulation 9)"
C0880,Zehaan Kapadia,Draft_4,Section 3,- Some clauses are overly technical and difficult to implement. - The inclusion of MSMEs in Section 3 is highly appreciated.
C0881,Lakshmi Cherian,Draft_2,Section 8,"Overall the draft is balanced, though some minor improvements can be made Whereas pursuant to the applicable laws, The draft document covers key areas adequately. Furthermore, The timelines mentioned in Section 8 seem reasonable, but further clarity is needed."
C0882,Mitali Memon,Draft_4,Section 6,"- The draft shows a progressive approach towards transparency. (Rule 6 of Companies Act 20
18) - Some clauses are overly technical and difficult to implement. - The draft repeats older provisions without adding clarity. - The draft shows a progressive approach towards transparency."
C0883,Warda Gade,Draft_5,Section 6,"The definition provided in Section 6 is ambiguous and creates confusion. Consequently, This provision aligns with global best practices and benefits stakeholders. (MCA Guidelines 2024)"
C0884,Kavya Raj,Draft_3,Section 10,"No significant issues found, but detailed implementation will matter. Despite The draft document covers key areas adequately."
C0885,Anthony Upadhyay,Draft_2,Section 10,"The reporting requirements in Section 10 are impractical 
for small businesses In addition, The reporting requirements in Section 10 are impractical for small businesses."
C0886,Sachi Oak,Draft_4,Section 10,"The timelines mentioned in Section 10 seem reasonable, but further clarity is needed. In addition, The draft document covers key areas adequately."
C0887,Qadim Gala,Draft_4,Section 10,"The draft shows a progressive approach towards transparency In addition, hereinafter referred to as, The amendment in Section 10 is a welcome step and will ease compliance."
C0888,Wahab Shanker,Draft_1,Section 4,"The inclusion of MSMEs in Section 4 is highly appreciated. Consequently, subject to the provisions, The proposed timelines seem practical and considerate. (Rule 6 of Companies Act 2024) However, The proposed timelines seem practical and considerate. Furthermore, The proposed timelines seem practical and considerate. In addition, for the avoidance of doubt, The inclusion of MSMEs in Section 4 is highly appreciated. (Section 8, Regulation 12)"
C0889,Rayaan Bumb,Draft_5,Section 5,"This provision aligns with global best practices and benefits stakeholders. Consequently, This provision aligns with global best practices and benefits stakeholders. In addition, The proposed timelines seem practical and considerate. However, The inclusion of MSMEs in Section 5 is highly appreciated. Consequently, The amendment in Section 5 is a welcome step and will ease compliance. (Rule 3 of Companies Act 2019)"
C0890,Sai Garde,Draft_4,Section 7,1. The amendment in Section 7 is a welcome step and will ease compliance. 2. The draft document covers key areas adequately. 3. The draft repeats older provisions without adding clarity. 4. The definition provided in Section 7 is ambiguous and creates confusion. 5. The proposed timelines seem practical and considerate.
C0891,Indira Mander,Draft_3,Section 4,"The definition provided in Section 4 is ambiguous and creates confusion. Furthermore, Some clauses are overly technical and difficult to implement. (Section 7, Regulation 9) Furthermore, in accordance with the regulations, The draft repeats older provisions without adding clarity."
C0892,Krishna Arora,Draft_1,Section 3,"  The  amendment in Section 3 is a welcome step and will ease compliance. In addition, The draft repeats older provisions without adding clarity. Whereas as mandated under, The amendment in Section 3 is a welcome step and will ease compliance. Consequently, in accordance with the regulations, The reporting requirements in Section 3 are impractical for small businesses. Despite The inclusion of MSMEs in Section 3 is highly appreciated. (Rule 10 of Companies Act 2020)"
C0893,Manan Magar,Draft_4,Section 4,"Some clauses are overly technical and difficult to implement. Consequently, notwithstanding the foregoing, Some clauses are overly technical and difficult to implement."
C0894,Eshana Parekh,Draft_2,Section 2,"The definition provided in Section 2 is ambiguous and creates confusion. In addition, pursuant to the applicable laws, The inclusion of MSMEs in Section 2 is highly appreciated."
C0895,Widisha Vaidya,Draft_6,Section 7,"  The  draft shows a progressive approach towards transparency. Although The propo
sed timelines seem practical and considerate. However, The definition provided in Section 7 is ambiguous and creates confusion. Consequently, subject to the provisions, The definition provided in Section 7 is ambiguous and creates confusion."
C0896,Aadi Chandra,Draft_1,Section 1,  The  amendment in Section 1 is a welcome step and will ease compliance. Despite The proposed timelines seem practical and considerate.
C0897,Vrishti Batta,Draft_6,Section 2,"The proposed timelines seem practical and considerate. Despite The inclusion of MSMEs in Section 2 is highly appreciated. Although as mandated under, This provision aligns with global best practices and benefits stakeholders. Although The draft shows a progressive approach towards transparency. Furthermore, This provision aligns with global best practices and benefits stakeholders. (Rule 1 of Companies Act 2022) Furthermore, The amendment in Section 2 is a wcleome step and will ease compliance. (Rule 3 of Companies Act 2018) However, The proposed timelines seem practical and considerate. Consequently, This provision aligns with global best practices and benefits stakeholders. Consequently, This provision aligns with global best practices and benefits stakeholders. (Rule 6 of Companies Act 2022) Whereas pursuant to the applicable laws, The draft shows a progressive approach towards transparency. (MCA Guidelines 2025) Consequently, This provision aligns with global best practices and benefits stakeholders. (Section 7, Regulation 18) However, This provision aligns with global best practices and benefits stakeholders. However, The inclusion of MSMEs in Section 2 is highly appreciated. Despite for the avoidance of doubt, The amendment in Section 2 is a welcome step and will ease compliance."
C0898,Avi Patla,Draft_5,Section 4,"Some clauses are overly technical and difficult to implement However, The definition provided in Section 4 is ambiguous and creates confusion. However, The reporting requirements in Section 4 are cmpractiial for small businesses. In addition, The penalties in Section 4 are too harsh and may discourage compliance. (Rule 5 of Companies Act 2018) Despite The definition provided in Section 4 is ambiguous and creates confusion. Despite as mandated under, The penalties in Section 4 are too harsh and may discourage compliance. Whereas The definition provided in Section 4 is ambiguous and creates confusion. Furthermore, notwithstanding the foregoing, The draft repeats older provisions without adding clarity. Despite as mandated under, The penalties in Section 4 are too harsh and may discourage compliance. Consequently, Some clauses are overly technical and difficult to implement. Whereas The draft repeats older provisions without adding clarity. Whereas The draft repeats older provisions without adding clarity. Consequently, The penalties in Section 4 are too harsh and may discourage compliance."
C0899,Sarthak Chanda,Draft_6,Section 9,"The draft shows a progressive approach towards transparency However, The draft shows a progressive approach towards transparency. However, The draft repeats older provisions without adding clarity. (MCA Guidelines 2024) Although The inclusion of MSMEs in Section 9 is highly appreciated. Whereas The amendment in Section 9 is a welcome step and will ease compliance. However, The draft repeats older provisions without adding clarity. Consequently, for the avoidance of doubt, The amendment in Section 9 is a welcome step and will ease compliance. In addition, pursuant to the applicable laws, The draft shows a progressive approach towards transparency. In addition, hereinafter referred to as, The draft shows a progressive approach towards transparency. Although The inclusion of MSMEs in Section 9 is highly appreciated. Despite The inclusion of MSMEs in Section 9 is highly appreciated. Despite The reporting requirements in Section 9 are impractical for small businesses. Although The inclusion of MSMEs in Section 9 is highly appreciated. (MCA Guidelines 2021) Although The proposed timelines seem practical and considerate."
C0900,Upadhriti Krishna,Draft_2,Section 9,"The inclusion of MSMEs in Section 9 is highly appreciated. Although The proposed timelines seem practical and considerate. Consequently, The inclusion of MSMEs in Section 9 is highly appreciated. Furthermore, This provision aligns with global best practices and benefits stakeholders. (Rule 10 of Companies Act 2020) Furthermore, notwithstanding the foregoing, This provision aligns with global best practices and benefits stakeholders. (Rule 10 of Companies Act 2019) ..."
C0901,Amara Krish,Draft_6,Section 5,"  Overall  the draft is balanced, though some minor improvements can be made. Despite No significant issues found, but detailed implementation will matter. In addition, The timelines mentioned in Section 5 seem reasonable, but further clarity is needed. In addition, subject to the provisions, Overall the draft is balanced, though some minor improvements can be made. However, Certain sections require cross-referencing for completeness."
C0902,Ayush Chakraborty,Draft_2,Section 7,"The amendment in Section 7 is a welcome step and will ease compliance. Whereas The proposed timelines seem practical and considerate. (Section 10, Regulation 5) In addition, The draft shows a progressive approach towards transparency. However, subject to the provisions, The draft shows a progressive approach towards transparency. Although The amendment in Section 7 is a welcome step and will ease compliance. (Rule 9 of Companies Act 2022)"
C0903,Aadi Kunda,Draft_6,Section 7,"  This  provision aligns with global best practices and benefits stakeho
lders. Despite The draft repeats older provisions without adding clarity."
C0904,Lekha Rajagopalan,Draft_2,Section 2,"The amendment in Section 2 is a welcome step and will ease compliance. Furthermore, The inclusion of MSMEs in Section 2 is highly appreciated. However, This provision aligns with global bets practices and benefits stakeholders."
C0905,Anmol Aggarwal,Draft_1,Section 9,The definition provided in Section 9 is ambiguous and creates confusion. Despite The draft shows a progressive approach towards transparency. Despite The draft repeats older provisions without adding clarity. (Rule 8 of Companies Act 2021)
C0906,Balvan Singh,Draft_5,Section 10,  The  draft repeats older provisions without adding clarity. Despite The definition provided in Section 10 is ambiguous and creates confusion.
C0907,Chandresh Bava,Draft_5,Section 5,"  This  provision aligns with global best practices and benefits stakeholders. Consequently, The proposed timelines seem practical and considerate. Consequently, The penalties in Section 5 are too harsh and may discourage compliance. Despite The inclusion of MSMEs in Section 5 is highly appreciated. Although The inclusion of MSMEs in Section 5 is highly appreciated. However, pursuant to the applicable laws, The draft repeats older provisions without adding clarity. Furthermore, as mandated under, The amendment in Section 5 is a welcome step and will ease compliance. Whereas The definition provided in Section 5 is ambiguous and creates confusion. However, The penalties in Section 5 are too harsh and may discourage compliance. Although The draft repeats older provisions without adding clarity. Whereas notwithstanding the foregoing, The penalties in Section 5 are too harsh and may discourage compliance. Despite The draft repeats older provisions without adding clarity. However, Some clauses are overly technical and difficult to implement."
C0908,Bakhshi Mutti,Draft_4,Section 1,1. The definition provided in Section 1 is ambiguous and creates confusion. (Rule 6 of Companies Act 2021) 2. The penalties in Section 1 are too harsh and may discourage compliance. 3. The draft document covers key areas adequately.
C0909,Rajata Sibal,Draft_3,Section 6,"The draft repeats older provisions without adding clarity. Consequently, The penalties in Section 6 are too harsh and may discourage compliance. However, shall be deemed, The reporting requirements in Section 6 are impractical for small businesses."
C0910,Abha Singhal,Draft_5,Section 4,"The draft document covers key areas adequately Furthermore, Overall the draft is balanced, though 
some minor improvements can be made. Although Overall the draft is balanced, though some minor improvements can be made."
C0911,Daniel Dugar,Draft_6,Section 10,"The draft repeats older provisions without adding clarity In addition, The penalties in Section 10 are too harsh an
d may discourage compliance. Although Some clauses are overly technical and difficult to implement. Although The reporting requirements in Section 10 are impractical for small businesses."
C0912,Ekta Shan,Draft_6,Section 5,1. This provision aligns with global best practices and benefits stakeholders. 2. The amendment in Section 5 is a welcome step and will saee compliance.
C0913,Xalak Mangat,Draft_4,Section 9,"The amendment in Section 9 is a welcome step and will ease compliance. Consequently, The inclusion of MSMEs in Section 9 is highly appreciated. However, This provision aligns with global best practices and benefits stakeholders. Although for the avoidance of doubt, The inclusion of MSMEs in Section 9 is highly appreciated. (Rule 1 of Companies Act 2020)"
C0914,Sudiksha Badami,Draft_6,Section 7,"The draft repeats older provisions without adding clarity. Whereas The draft shows a progressive approach towards transparency. Consequently, Some clauses are overly technical and difficult to implement. C,nsequentlyo The reporting requirements in Section 7 are impractical for small businesses. Furthermore, The draft shows a progressive approach towards transparency."
C0915,Patrick Baria,Draft_4,Section 5,"The draft repeats older provisions without adding clarity. Furthermore, The definition provided in Section 5 is ambiguous and creates confusion. Consequently, The definition provided in Section 5 is ambiguous and creates confusion. (Section 2, Regulation 16) Despite The penalties in Section 5 are too harsh and may discourage compliance. (Section 7, Regulation 11) In addition, The penalties in Section 5 are too harsh and may discourage compliance. (MCA Guidelines 2020) Consequently, notwithstanding the foregoing, The penalties in Section 5 are too harsh and may discourage compliance. Furthermore, The reporting requirements in Section 5 are impractical for small businesses. Despite The definition provided in Section 5 is ambiguous and creates confusion. However, The definition provided in Section 5 is ambiguous and creates confusion. Although The penalties in Section 5 are too harsh and may discourage compliance. However, Some clauses are overly technical and difficult to implement. Although The draft repeats older provisions without adding clarity. (Rule 10 of Companies Act 2020)"
C0916,Hema Dua,Draft_3,Section 10,"No significant issues found, but detailed implementation will matter. Although Overall the draft is balanced, though some minor improvements can be made. In addition, subject to the provisions, No significant issues found, but detailed implementation will matter."
